id,text,unit,updated,firstPeriod,latestPeriod,active,variables
AED08,Modtagere af genoptræning/vedligeholdelsestræning,Antal,2021-06-11T08:00:00,2008,2020,True,"['område', 'ydelsestype', 'alder', 'køn', 'tid']"
AED10A,"Modtagere af forebyggende hjemmebesøg,",Antal,2021-06-11T08:00:00,2016,2020,True,"['område', 'hjemmebesøg', 'alder', 'køn', 'tid']"
AED19,"Udskrivninger og sengedage for personer 67 år og derover,",Antal,2019-07-17T08:00:00,2007,2018,True,"['område', 'enhed', 'diagnose', 'tid']"
AED20A,"Forløb og genindlæggelser for personer 67 år og derover,",-,2021-10-22T08:00:00,2012,2020,True,"['område', 'enhed', 'diagnose', 'tid']"
AED21,Serviceindikatorer (pct. af befolkningen),Pct.,2021-06-11T08:00:00,2008,2020,True,"['område', 'serviceydelser', 'tid']"
REHAB19,Modtagere af rehabilitering,Antal,2021-06-11T08:00:00,2019,2020,True,"['område', 'alder', 'køn', 'tid']"
RESANDHJ,"Husstande, der modtager anden hjælp til pasning af døende",Antal,2021-11-24T08:00:00,2014,2020,True,"['region', 'alder', 'tid']"
RESPLEJV,Plejevederlag til pasning af døende,-,2021-11-24T08:00:00,2014,2020,True,"['region', 'varighed', 'modtagere', 'alder', 'tid']"
RESPRVHJ,"Fritvalgsbevis, privat hjælper og pasning af nærtstående  (hele landet)",Antal,2021-11-24T08:00:00,2015,2021,True,"['ydelse', 'tid']"
RESDHJCE,Daghjem og dagcentre,Antal,2021-11-24T08:00:00,2016,2021,True,"['region', 'visitation', 'tid']"
AED022,"Hjemmehjælp,  frit valg (visiterede timer pr. uge)",Antal,2021-06-11T08:00:00,2008,2020,True,"['område', 'ydelsestype', 'alder', 'køn', 'tid']"
AED021,"Hjemmehjælp, frit valg (visiterede timer, ugentligt gennemsnit pr. modtager)",Timer,2021-06-11T08:00:00,2008,2020,True,"['område', 'ydelsestype', 'alder', 'køn', 'tid']"
AED06,"Modtagere visiteret til hjemmehjælp, frit valg,",Antal,2021-06-11T08:00:00,2008,2020,True,"['område', 'ydelsestype', 'timer pr. uge', 'alder', 'køn', 'tid']"
AED14,"Modtagere visiteret til hjemmehjælp, frit valg, der skifter leverandør",Antal,2021-06-11T08:00:00,2009,2020,True,"['område', 'ydelsestype', 'alder', 'køn', 'tid']"
AED12,"Modtagere visiteret til hjemmehjælp, frit valg, der benytter privat leverandør",Pct.,2021-06-11T08:00:00,2008,2020,True,"['område', 'ydelsestype', 'alder', 'køn', 'tid']"
AED13,"Førstegangsvisiterede, frit valg, der benytter privat leverandør",Pct.,2021-06-11T08:00:00,2010,2020,True,"['område', 'ydelsestype', 'alder', 'køn', 'tid']"
RESMAD,Personer visiteret til madservice,Antal,2021-11-24T08:00:00,2008,2021,True,"['område', 'madservice', 'tid']"
AED01,"Hjemmehjælp, frit valg (leverede timer pr. uge)",Antal,2021-06-11T08:00:00,2011,2020,True,"['område', 'ydelsestype', 'alder', 'køn', 'tid']"
AED02,"Hjemmehjælp, frit valg (leverede timer, ugentligt gennemsnit)",-,2021-06-11T08:00:00,2011,2020,True,"['område', 'ydelsestype', 'alder', 'køn', 'tid']"
AED023,"Modtagere af leveret hjemmehjælp, frit valg,",Antal,2021-06-11T08:00:00,2011,2020,True,"['område', 'ydelsestype', 'timer pr. uge', 'alder', 'køn', 'tid']"
AED012,"Modtagere af leveret til hjemmehjælp, frit valg, der benytter privat leverandør",Pct.,2021-06-11T08:00:00,2013,2020,True,"['område', 'ydelsestype', 'alder', 'køn', 'tid']"
RESP01,Pladser på ældreområdet,Antal,2021-11-24T08:00:00,2007,2021,True,"['område', 'foranstaltningsart', 'pladstype', 'tid']"
RESI01,Indskrevne i pleje- og ældreboliger,Antal,2021-11-24T08:00:00,2007,2021,True,"['område', 'alder', 'foranstaltningsart', 'tid']"
AED16,Frit boligvalg og gennemsnitlig ventetid til plejehjem og plejeboliger for personer 67 år og derover,-,2021-06-11T08:00:00,2009,2020,True,"['enhed', 'område', 'tid']"
AED07,"Modtagere af hjemmehjælp, plejehjem og plejebolig,",Antal,2021-06-11T08:00:00,2008,2020,True,"['område', 'alder', 'køn', 'tid']"
STRAF10,Anmeldte forbrydelser,Antal,2022-01-27T08:00:00,1995K1,2021K4,True,"['overtrædelsens art', 'tid']"
STRAF11,Anmeldte forbrydelser,Antal,2022-01-27T08:00:00,2007K1,2021K4,True,"['område', 'overtrædelsens art', 'tid']"
STRAF12,"Anmeldte forbrydelser, sæsonkorrigeret",Antal,2022-01-27T08:00:00,1995K1,2021K4,True,"['overtrædelsens art', 'tid']"
STRAF20,Anmeldte forbrydelser og sigtelser,Antal,2022-02-17T08:00:00,1995,2021,True,"['overtrædelsens art', 'anmeldte og sigtede', 'tid']"
STRAF22,Anmeldte forbrydelser og sigtelser,Antal,2022-02-17T08:00:00,2007,2021,True,"['område', 'overtrædelsens art', 'anmeldte og sigtede', 'tid']"
STRAF24,Anmeldte forbrydelser pr. 100.000 indbyggere,Antal,2022-02-17T08:00:00,2018,2021,True,"['overtrædelsens art', 'tid']"
STRAF5,Ofre for anmeldte forbrydelser,Antal,2021-03-09T08:00:00,2001,2020,True,"['overtrædelsens art', 'alder', 'køn', 'tid']"
STRAF40,Strafferetlige afgørelser,Antal,2021-03-25T08:00:00,1980,2020,True,"['overtrædelsens art', 'afgørelsestype', 'alder', 'køn', 'tid']"
STRAF42,Strafferetlige afgørelser,Antal,2021-03-25T08:00:00,1995,2020,True,"['national oprindelse', 'overtrædelsens art', 'afgørelsestype', 'alder', 'køn', 'tid']"
STRAF43,Strafferetlige afgørelser pr. 100.000 indbyggere,Antal,2021-03-25T08:00:00,2018,2020,True,"['afgørelsestype', 'køn', 'alder', 'tid']"
STRAF44,Strafferetlige afgørelser,Antal,2021-03-25T08:00:00,2007,2020,True,"['område', 'overtrædelsens art', 'afgørelsestype', 'alder', 'køn', 'tid']"
STRAF46,Betingede frihedsstraffe,Antal,2021-03-25T08:00:00,2007,2020,True,"['område', 'køn', 'alder', 'overtrædelsens art', 'afgørelsestype', 'straflængde', 'tid']"
STRAF47,Ubetingede frihedsstraffe,Antal,2021-03-25T08:00:00,2007,2020,True,"['område', 'køn', 'alder', 'overtrædelsens art', 'afgørelsestype', 'straflængde', 'tid']"
STRAF49,Gennemsnitlig straflængde (mdr.) for ubetingede frihedsstraffe,Antal,2021-03-25T08:00:00,2007,2020,True,"['køn', 'alder', 'overtrædelsens art', 'afgørelsestype', 'tid']"
STRAF48,Gennemsnitlig straflængde(mdr.) for betingede frihedsstraffe,Antal,2021-03-25T08:00:00,2007,2020,True,"['køn', 'alder', 'overtrædelsens art', 'afgørelsestype', 'tid']"
STRAF61,Afgjorte biforhold,Antal,2021-03-25T08:00:00,1980,2020,True,"['overtrædelsens art', 'afgørelsestype', 'alder', 'køn', 'tid']"
STRAFNA3,Skyldige personer,Antal,2021-12-09T08:00:00,2000,2020,True,"['køn', 'alder', 'oprindelsesland', 'tid']"
STRAFNA4,Skyldige personer,Antal,2021-12-09T08:00:00,2000,2020,True,"['overtrædelsens art', 'oprindelsesland', 'tid']"
STRAFNA5,Skyldige personer,Antal,2021-12-09T08:00:00,2000,2020,True,"['oprindelsesland', 'afgørelsestype', 'tid']"
STRAFNA6,Skyldige personer,Antal,2021-12-09T08:00:00,2005,2020,True,"['område', 'køn', 'alder', 'national oprindelse', 'tid']"
STRAFNA7,Skyldige personer,Antal,2021-12-09T08:00:00,2005,2020,True,"['område', 'overtrædelsens art', 'tid']"
STRAFNA8,Skyldige personer,Antal,2021-12-09T08:00:00,2005,2020,True,"['område', 'afgørelsestype', 'tid']"
STRAFNA9,Skyldige personer,Antal,2021-12-09T08:00:00,2000,2020,True,"['køn', 'alder', 'herkomst', 'tid']"
STRFNA10,Skyldige personer,Antal,2021-12-09T08:00:00,2000,2020,True,"['overtrædelsens art', 'herkomst', 'tid']"
STRFNA11,Skyldige personer,Antal,2021-12-09T08:00:00,2000,2020,True,"['afgørelsestype', 'herkomst', 'tid']"
STRFNA12,Skyldige personer,Antal,2021-12-09T08:00:00,2018,2020,True,"['køn', 'alder', 'herkomst', 'statsborgerskab', 'tid']"
STRFNA13,Skyldige personer,Antal,2021-12-09T08:00:00,2018,2020,True,"['statsborgerskab', 'overtrædelsens art', 'tid']"
STRFNA14,Skyldige personer,Antal,2021-12-09T08:00:00,2018,2020,True,"['statsborgerskab', 'herkomst', 'afgørelsestype', 'tid']"
STRFNA20,Personer med opnået dansk statsborgerskab,Antal,2021-12-09T08:00:00,2018,2020,True,"['køn', 'alder', 'år for opnået statsborgerskab', 'afgjorte strafferetlige forhold 5 år før statsborgerskab', 'tid']"
STRFNA21,Personer med opnået dansk statsborgerskab,Antal,2021-12-09T08:00:00,2018,2020,True,"['køn', 'alder', 'år for opnået statsborgerskab', 'afgjorte strafferetlige forhold 5 år efter statsborgerskab', 'tid']"
STRFNA22,Personer med opnået dansk statsborgerskab,Antal,2021-12-09T08:00:00,2018,2020,True,"['køn', 'alder', 'afgjorte strafferetlige forhold 5 år før statsborgerskab', 'afgjorte strafferetlige forhold 5 år efter statsborgerskab', 'tid']"
STRFNA23,Personer med opnået dansk statsborgerskab,Antal,2021-12-09T08:00:00,2018,2020,True,"['herkomst', 'afgjorte strafferetlige forhold 5 år før statsborgerskab', 'afgjorte strafferetlige forhold 5 år efter statsborgerskab', 'tid']"
STRFNA24,Personer med opnået dansk statsborgerskab,Antal,2021-12-09T08:00:00,2018,2020,True,"['køn', 'alder', 'lovovertrædelse ved seneste strafferetlige forhold 5 år før statsborgerskab', 'tid']"
STRFNA25,Personer med opnået dansk statsborgerskab,Antal,2021-12-09T08:00:00,2018,2020,True,"['køn', 'alder', 'lovovertrædelse ved første strafferetlige forhold 5 år efter statsborgerskab', 'tid']"
STRFNA26,Personer med opnået dansk statsborgerskab,Antal,2021-12-09T08:00:00,2018,2020,True,"['køn', 'alder', 'afgørelsestype ved seneste strafferetlige forhold 5 år før statsborgerskab', 'tid']"
STRFNA27,Personer med opnået dansk statsborgerskab,Antal,2021-12-09T08:00:00,2018,2020,True,"['køn', 'alder', 'afgørelsestype ved første strafferetlige forhold 5 år efter statsborgerskab', 'tid']"
STRFNA28,Personer med opnået dansk statsborgerskab,Antal,2021-12-09T08:00:00,2018,2020,True,"['køn', 'alder', 'seneste strafferetlige afgørelse før statsborgerskab', 'tid']"
STRFNA29,Personer med opnået dansk statsborgerskab,Antal,2021-12-09T08:00:00,2018,2020,True,"['køn', 'alder', 'første strafferetlige afgørelse efter statsborgerskab', 'tid']"
RECIDIV1,Personer,Antal,2021-10-05T08:00:00,2007:2009,2017:2019,True,"['køn', 'alder', 'varighed til tilbagefald', 'oprindelig straf', 'oprindelig lovovertrædelse', 'tid']"
RECIDIV2,Personer,Antal,2021-10-05T08:00:00,2007:2009,2017:2019,True,"['køn', 'alder', 'oprindelig lovovertrædelse', 'lovovertrædelse ved første tilbagefald', 'tid']"
RECIDIV3,Personer,Antal,2021-10-05T08:00:00,2007:2009,2017:2019,True,"['køn', 'alder', 'oprindelig straf', 'oprindelig lovovertrædelse', 'lovovertrædelse ved første tilbagefald', 'straf ved første tilbagefald', 'tid']"
RECIDIV4,Personer,Antal,2021-10-05T08:00:00,2007:2009,2017:2019,True,"['køn', 'alder', 'oprindelig straf', 'oprindelig lovovertrædelse', 'lovovertrædelse (ved strengeste straf i opfølgningsperioden)', 'straf (ved strengeste straf i opfølgningsperioden)', 'tid']"
RECIDIV5,Personer,Antal,2021-10-05T08:00:00,2007:2009,2017:2019,True,"['køn', 'alder', 'oprindelig straf', 'oprindelig lovovertrædelse', 'recidiv hændelser', 'tid']"
RECIDIV6,Personer,Antal,2021-10-05T08:00:00,2008:2010,2017:2019,True,"['køn', 'alder', 'uddannelse', 'varighed til tilbagefald', 'tid']"
RECIDIV7,Personer,Antal,2021-10-05T08:00:00,2008:2010,2017:2019,True,"['køn', 'alder', 'uddannelse', 'lovovertrædelse (ved strengeste straf i opfølgningsperioden)', 'tid']"
RECIDIV8,Personer,Antal,2021-10-05T08:00:00,2008:2010,2017:2019,True,"['køn', 'alder', 'uddannelse', 'straf (ved strengeste straf i opfølgningsperioden)', 'tid']"
RECIDIV9,Personer,Antal,2021-10-05T08:00:00,2008:2010,2017:2019,True,"['køn', 'alder', 'uddannelse', 'recidiv hændelser', 'tid']"
RECIDV10,Personer,Antal,2021-10-05T08:00:00,2009:2011,2017:2019,True,"['køn', 'alder', 'tidligere domme', 'recidiv hændelser', 'varighed til tilbagefald', 'tid']"
RECIDV11,Personer,Antal,2021-10-05T08:00:00,2009:2011,2017:2019,True,"['køn', 'alder', 'tidligere domme', 'recidiv hændelser', 'straf ved første tilbagefald', 'tid']"
RECIDV12,Personer,Antal,2021-10-05T08:00:00,2009:2011,2017:2019,True,"['køn', 'alder', 'tidligere domme', 'recidiv hændelser', 'straf (ved strengeste straf i opfølgningsperioden)', 'tid']"
STRAFFO1,Fødselsårgange (opgjort pr 31. december 2020),-,2021-06-16T08:00:00,2020,2020,True,"['enhed', 'fødselsår', 'køn', 'alder ved første dom', 'lovovertrædelse', 'tid']"
STRAFFO2,Fødselsårgange (opgjort pr. 31. december 2020),-,2021-06-16T08:00:00,2020,2020,True,"['enhed', 'fødselsår', 'køn', 'alder ved første frihedsstraf', 'frihedsstraf', 'tid']"
STRAFFO3,Domme (opgjort pr. 31. december 2020) fordelt på fødselsårgang,-,2021-06-16T08:00:00,2020,2020,True,"['enhed', 'fødselsår', 'køn', 'alder på domstidspunktet', 'lovovertrædelse', 'tid']"
STRAFFO4,Domme til frihedsstraf (opgjort pr. 31. december 2020),-,2021-06-16T08:00:00,2020,2020,True,"['enhed', 'fødselsår', 'køn', 'frihedsstraf', 'alder på domstidspunktet', 'tid']"
STRAF70,Anholdelser,Antal,2021-05-07T08:00:00,2015,2020,True,"['køn', 'overtrædelsens art', 'afslutningsmåde', 'alder', 'tid']"
STRAF71,Anholdelser,Antal,2021-05-07T08:00:00,2015,2020,True,"['køn', 'alder', 'bopæl i Danmark', 'tid']"
STRAF72,Anholdelser,Antal,2021-05-07T08:00:00,2015,2020,True,"['bopæl i Danmark', 'overtrædelsens art', 'tid']"
STRAF73,Anholdelser,Antal,2021-05-07T08:00:00,2015,2020,True,"['køn', 'alder', 'uddannelse', 'tid']"
STRAF74,Anholdelser,Antal,2021-05-07T08:00:00,2015,2020,True,"['overtrædelsens art', 'uddannelse', 'tid']"
SILC1A,Økonomisk sårbare: Andel personer,Pct.,2021-12-13T08:00:00,2011,2021,True,"['afsavnsmål', 'køn og alder', 'tid']"
SILC1B,Boligbyrde: Andel personer,Pct.,2021-12-13T08:00:00,2004,2021,True,"['køn', 'alder', 'i hvor høj grad husstanden synes, boligudgiften er en byrde', 'tid']"
SILC2B,Boligbyrde: Andel personer,Pct.,2021-12-13T08:00:00,2004,2021,True,"['socioøkonomisk status', 'køn', 'i hvor høj grad husstanden synes, boligudgiften er en byrde', 'tid']"
SILC3B,Boligbyrde: Andel personer,Pct.,2021-12-13T08:00:00,2004,2021,True,"['husstandstype', 'alder', 'i hvor høj grad husstanden synes, boligudgiften er en byrde', 'tid']"
SILC4B,Boligbyrde: Andel personer,Pct.,2021-12-13T08:00:00,2004,2021,True,"['indkomstgruppe', 'køn', 'i hvor høj grad husstanden synes, boligudgiften er en byrde', 'tid']"
SILC1P,Slår pengene til: Andel personer,Pct.,2021-12-13T08:00:00,2004,2021,True,"['køn', 'alder', 'hvor let hustanden synes, det er at få pengene til at slå til', 'tid']"
SILC2P,Slår pengene til: Andel personer,Pct.,2021-12-13T08:00:00,2004,2021,True,"['socioøkonomisk status', 'køn', 'hvor let hustanden synes, det er at få pengene til at slå til', 'tid']"
SILC3P,Slår pengene til: Andel personer,Pct.,2021-12-13T08:00:00,2004,2021,True,"['husstandstype', 'alder', 'hvor let hustanden synes, det er at få pengene til at slå til', 'tid']"
SILC4P,Slår pengene til: Andel personer,Pct.,2021-12-13T08:00:00,2004,2021,True,"['indkomstgruppe', 'køn', 'hvor let hustanden synes, det er at få pengene til at slå til', 'tid']"
LIVS2,Livskvalitet,-,2016-06-03T09:00:00,2015,2015,True,"['tilfredshed', 'enhed', 'område', 'alder', 'køn', 'tid']"
LIVS3,Livskvalitet,-,2016-06-03T09:00:00,2015,2015,True,"['meningsfuldhed', 'enhed', 'område', 'alder', 'køn', 'tid']"
LIVS4,Livskvalitet,-,2016-06-03T09:00:00,2015,2015,True,"['sindstilstand', 'enhed', 'område', 'alder', 'køn', 'tid']"
LIVS5,Livskvalitet,Pct.,2016-08-31T09:00:00,2015,2015,True,"['helbred', 'enhed', 'område', 'alder', 'køn', 'tid']"
LIVS6,Livskvalitet,Pct.,2016-10-07T09:00:00,2015,2015,True,"['livsrestriktioner', 'enhed', 'område', 'alder', 'køn', 'tid']"
LIVS7,Livskvalitet,Pct.,2016-06-25T09:00:00,2015,2015,True,"['dagligdag', 'hyppighed', 'område', 'alder', 'køn', 'tid']"
LIVS8,Livskvalitet,Pct.,2016-06-29T09:00:00,2015,2015,True,"['sociale relationer', 'hyppighed', 'område', 'alder', 'køn', 'tid']"
LIVS9,Livskvalitet,-,2016-06-25T09:00:00,2015,2015,True,"['økonomi', 'enhed', 'område', 'alder', 'køn', 'tid']"
LIVS10,Livskvalitet,-,2016-06-03T09:00:00,2015,2015,True,"['tillid', 'enhed', 'område', 'alder', 'køn', 'tid']"
LIVS11,Livskvalitet,-,2016-06-03T09:00:00,2015,2015,True,"['tryghed og anerkendelse', 'enhed', 'område', 'alder', 'køn', 'tid']"
LIVIL1,Livskvalitet,-,2016-10-20T09:00:00,2015,2015,True,"['tilfredshed', 'enhed', 'personlig disponibel indkomst', 'område', 'køn', 'tid']"
LIVIL2,Livskvalitet,-,2016-10-20T09:00:00,2015,2015,True,"['meningsfuldhed', 'enhed', 'personlig disponibel indkomst', 'område', 'køn', 'tid']"
LIVIL3,Livskvalitet,-,2016-10-20T09:00:00,2015,2015,True,"['sindstilstand', 'enhed', 'personlig disponibel indkomst', 'område', 'køn', 'tid']"
LIVIL4,Livskvalitet,-,2016-10-20T09:00:00,2015,2015,True,"['helbred', 'enhed', 'personlig disponibel indkomst', 'område', 'køn', 'tid']"
LIVIL5,Livskvalitet,-,2016-10-20T09:00:00,2015,2015,True,"['livsrestriktioner', 'enhed', 'personlig disponibel indkomst', 'område', 'køn', 'tid']"
LIVIL6,Livskvalitet,-,2016-10-20T09:00:00,2015,2015,True,"['dagligdag', 'enhed', 'personlig disponibel indkomst', 'område', 'køn', 'tid']"
LIVIL7,Livskvalitet,-,2016-10-20T09:00:00,2015,2015,True,"['sociale relationer', 'enhed', 'personlig disponibel indkomst', 'område', 'køn', 'tid']"
LIVIL8,Livskvalitet,-,2016-10-20T09:00:00,2015,2015,True,"['økonomi', 'enhed', 'personlig disponibel indkomst', 'område', 'køn', 'tid']"
LIVIL9,Livskvalitet,-,2016-10-20T09:00:00,2015,2015,True,"['tillid', 'enhed', 'personlig disponibel indkomst', 'område', 'køn', 'tid']"
LIVIL10,Livskvalitet,-,2016-10-20T09:00:00,2015,2015,True,"['tryghed og anerkendelse', 'enhed', 'personlig disponibel indkomst', 'område', 'køn', 'tid']"
LIVBO1,Livskvalitet,-,2016-10-12T09:00:00,2015,2015,True,"['tilfredshed', 'enhed', 'udlejningsforhold', 'område', 'køn', 'tid']"
LIVBO2,Livskvalitet,-,2016-10-12T09:00:00,2015,2015,True,"['meningsfuldhed', 'enhed', 'udlejningsforhold', 'område', 'køn', 'tid']"
LIVBO3,Livskvalitet,-,2016-10-12T09:00:00,2015,2015,True,"['sindstilstand', 'enhed', 'udlejningsforhold', 'område', 'køn', 'tid']"
LIVBO4,Livskvalitet,-,2016-10-12T09:00:00,2015,2015,True,"['helbred', 'enhed', 'udlejningsforhold', 'område', 'køn', 'tid']"
LIVBO5,Livskvalitet,-,2016-10-12T09:00:00,2015,2015,True,"['livsrestriktioner', 'enhed', 'udlejningsforhold', 'område', 'køn', 'tid']"
LIVBO6,Livskvalitet,-,2016-10-12T09:00:00,2015,2015,True,"['dagligdag', 'enhed', 'udlejningsforhold', 'område', 'køn', 'tid']"
LIVBO7,Livskvalitet,-,2016-10-12T09:00:00,2015,2015,True,"['sociale relationer', 'enhed', 'udlejningsforhold', 'område', 'køn', 'tid']"
LIVBO8,Livskvalitet,-,2016-10-12T09:00:00,2015,2015,True,"['økonomi', 'enhed', 'udlejningsforhold', 'område', 'køn', 'tid']"
LIVBO9,Livskvalitet,-,2016-10-12T09:00:00,2015,2015,True,"['tillid', 'enhed', 'udlejningsforhold', 'område', 'køn', 'tid']"
LIVBO10,Livskvalitet,-,2016-10-12T09:00:00,2015,2015,True,"['tryghed og anerkendelse', 'enhed', 'udlejningsforhold', 'område', 'køn', 'tid']"
LIVUL1,Livskvalitet,-,2016-07-06T09:00:00,2015,2015,True,"['tilfredshed', 'enhed', 'højeste fuldførte uddannelse', 'område', 'køn', 'tid']"
LIVUL2,Livskvalitet,-,2016-07-06T09:00:00,2015,2015,True,"['meningsfuldhed', 'enhed', 'højeste fuldførte uddannelse', 'område', 'køn', 'tid']"
LIVUL3,Livskvalitet,-,2016-07-06T09:00:00,2015,2015,True,"['sindstilstand', 'enhed', 'højeste fuldførte uddannelse', 'område', 'køn', 'tid']"
LIVUL4,Livskvalitet,-,2016-07-06T09:00:00,2015,2015,True,"['helbred', 'enhed', 'højeste fuldførte uddannelse', 'område', 'køn', 'tid']"
LIVUL5,Livskvalitet,-,2016-07-06T09:00:00,2015,2015,True,"['livsrestriktioner', 'enhed', 'højeste fuldførte uddannelse', 'område', 'køn', 'tid']"
LIVUL6,Livskvalitet,-,2016-07-06T09:00:00,2015,2015,True,"['dagligdag', 'enhed', 'højeste fuldførte uddannelse', 'område', 'køn', 'tid']"
LIVUL7,Livskvalitet,-,2016-07-06T09:00:00,2015,2015,True,"['sociale relationer', 'enhed', 'højeste fuldførte uddannelse', 'område', 'køn', 'tid']"
LIVUL8,Livskvalitet,-,2016-07-06T09:00:00,2015,2015,True,"['økonomi', 'enhed', 'højeste fuldførte uddannelse', 'område', 'køn', 'tid']"
LIVUL9,Livskvalitet,-,2016-07-06T09:00:00,2015,2015,True,"['tillid', 'enhed', 'højeste fuldførte uddannelse', 'område', 'køn', 'tid']"
LIVUL10,Livskvalitet,-,2016-07-06T09:00:00,2015,2015,True,"['tryghed og anerkendelse', 'enhed', 'højeste fuldførte uddannelse', 'område', 'køn', 'tid']"
LIVES1,Livskvalitet,-,2016-07-09T09:00:00,2015,2015,True,"['tilfredshed', 'enhed', 'socioøkonomisk status', 'område', 'køn', 'tid']"
LIVES2,Livskvalitet,-,2016-09-15T09:00:00,2015,2015,True,"['meningsfuldhed', 'enhed', 'socioøkonomisk status', 'område', 'køn', 'tid']"
LIVES3,Livskvalitet,-,2016-09-15T09:00:00,2015,2015,True,"['sindstilstand', 'enhed', 'socioøkonomisk status', 'område', 'køn', 'tid']"
LIVES4,Livskvalitet,-,2016-09-15T09:00:00,2015,2015,True,"['helbred', 'enhed', 'socioøkonomisk status', 'område', 'køn', 'tid']"
LIVES5,Livskvalitet,-,2016-09-15T09:00:00,2015,2015,True,"['livsrestriktioner', 'enhed', 'socioøkonomisk status', 'område', 'køn', 'tid']"
LIVES6,Livskvalitet,-,2016-09-15T09:00:00,2015,2015,True,"['dagligdag', 'enhed', 'socioøkonomisk status', 'område', 'køn', 'tid']"
LIVES7,Livskvalitet,-,2016-09-15T09:00:00,2015,2015,True,"['sociale relationer', 'enhed', 'socioøkonomisk status', 'område', 'køn', 'tid']"
LIVES8,Livskvalitet,-,2016-09-15T09:00:00,2015,2015,True,"['økonomi', 'enhed', 'socioøkonomisk status', 'område', 'køn', 'tid']"
LIVES9,Livskvalitet,-,2016-09-15T09:00:00,2015,2015,True,"['tillid', 'enhed', 'socioøkonomisk status', 'område', 'køn', 'tid']"
LIVES10,Livskvalitet,-,2016-09-15T09:00:00,2015,2015,True,"['tryghed og anerkendelse', 'enhed', 'socioøkonomisk status', 'område', 'køn', 'tid']"
LIVLK1,Livskvalitet,-,2016-07-09T09:00:00,2015,2015,True,"['tilfredshed', 'enhed', 'kontakt til læge', 'område', 'køn', 'tid']"
LIVLK2,Livskvalitet,-,2016-09-15T09:00:00,2015,2015,True,"['meningsfuldhed', 'enhed', 'kontakt til læge', 'område', 'køn', 'tid']"
LIVLK3,Livskvalitet,-,2016-09-15T09:00:00,2015,2015,True,"['sindstilstand', 'enhed', 'kontakt til læge', 'område', 'køn', 'tid']"
LIVLK4,Livskvalitet,-,2016-09-15T09:00:00,2015,2015,True,"['helbred', 'enhed', 'kontakt til læge', 'område', 'køn', 'tid']"
LIVLK5,Livskvalitet,-,2016-09-15T09:00:00,2015,2015,True,"['livsrestriktioner', 'enhed', 'kontakt til læge', 'område', 'køn', 'tid']"
LIVLK6,Livskvalitet,-,2016-09-15T09:00:00,2015,2015,True,"['dagligdag', 'enhed', 'kontakt til læge', 'område', 'køn', 'tid']"
LIVLK7,Livskvalitet,-,2016-09-15T09:00:00,2015,2015,True,"['sociale relationer', 'enhed', 'kontakt til læge', 'område', 'køn', 'tid']"
LIVLK8,Livskvalitet,-,2016-09-15T09:00:00,2015,2015,True,"['økonomi', 'enhed', 'kontakt til læge', 'område', 'køn', 'tid']"
LIVLK9,Livskvalitet,-,2016-09-15T09:00:00,2015,2015,True,"['tillid', 'enhed', 'kontakt til læge', 'område', 'køn', 'tid']"
LIVLK10,Livskvalitet,-,2016-09-15T09:00:00,2015,2015,True,"['tryghed og anerkendelse', 'enhed', 'kontakt til læge', 'område', 'køn', 'tid']"
LIVHE1,Livskvalitet,-,2016-11-07T09:00:00,2015,2015,True,"['tilfredshed', 'enhed', 'herkomst', 'område', 'køn', 'tid']"
LIVHE2,Livskvalitet,-,2016-11-07T09:00:00,2015,2015,True,"['meningsfuldhed', 'enhed', 'herkomst', 'område', 'køn', 'tid']"
LIVHE3,Livskvalitet,-,2016-11-07T09:00:00,2015,2015,True,"['sindstilstand', 'enhed', 'herkomst', 'område', 'køn', 'tid']"
LIVHE4,Livskvalitet,-,2016-11-07T09:00:00,2015,2015,True,"['helbred', 'enhed', 'herkomst', 'område', 'køn', 'tid']"
LIVHE5,Livskvalitet,-,2016-11-07T09:00:00,2015,2015,True,"['livsrestriktioner', 'enhed', 'herkomst', 'område', 'køn', 'tid']"
LIVHE6,Livskvalitet,-,2016-11-07T09:00:00,2015,2015,True,"['dagligdag', 'enhed', 'herkomst', 'område', 'køn', 'tid']"
LIVHE7,Livskvalitet,-,2016-11-07T09:00:00,2015,2015,True,"['sociale relationer', 'enhed', 'herkomst', 'område', 'køn', 'tid']"
LIVHE8,Livskvalitet,-,2016-11-07T09:00:00,2015,2015,True,"['økonomi', 'enhed', 'herkomst', 'område', 'køn', 'tid']"
LIVHE9,Livskvalitet,-,2016-11-07T09:00:00,2015,2015,True,"['tillid', 'enhed', 'herkomst', 'område', 'køn', 'tid']"
LIVHE10,Livskvalitet,-,2016-11-07T09:00:00,2015,2015,True,"['tryghed og anerkendelse', 'enhed', 'herkomst', 'område', 'køn', 'tid']"
LIVFO1,Livskvalitet,-,2016-11-07T09:00:00,2015,2015,True,"['tilfredshed', 'enhed', 'formue', 'område', 'køn', 'tid']"
LIVFO2,Livskvalitet,-,2016-11-07T09:00:00,2015,2015,True,"['meningsfuldhed', 'enhed', 'formue', 'område', 'køn', 'tid']"
LIVFO3,Livskvalitet,-,2016-11-07T09:00:00,2015,2015,True,"['sindstilstand', 'enhed', 'formue', 'område', 'køn', 'tid']"
LIVFO4,Livskvalitet,-,2016-11-07T09:00:00,2015,2015,True,"['helbred', 'enhed', 'formue', 'område', 'køn', 'tid']"
